enforcement_zone,hour,violation_count,avg_congestion_score,hourly_frequency_score,hourly_risk_score,recommended_time_window
"2nd Main Road, Dwarka Nagar, Kattigenahalli, Bengaluru, Karnataka. Pin-560063 (India)",22,1,14.12,8.667235888955368,10.303065122268757,22:00 - 23:00
"2nd Main Road, HAL Stage 3, New Thippasandra, Bengaluru, Karnataka. Pin-560075 (India)",3,1,14.12,8.667235888955368,10.303065122268757,03:00 - 04:00
"MBT Road, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)",22,1,14.12,8.667235888955368,10.303065122268757,22:00 - 23:00
"2nd Main Road, Margosa 18th Cross Junction, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",4,1,14.12,8.667235888955368,10.303065122268757,04:00 - 05:00
"2nd Main Road, Munivenkatappa Layout, Nagavara, Bengaluru, Karnataka. Pin-560045 (India)",23,1,14.12,8.667235888955368,10.303065122268757,23:00 - 00:00
"2nd Main Road, Nataraja Layout, RBI Layout, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560078, India",6,1,14.12,8.667235888955368,10.303065122268757,06:00 - 07:00
"2nd Main Road, Khaneshumaari, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)",23,1,14.12,8.667235888955368,10.303065122268757,23:00 - 00:00
"Hesaraghatta Main Road, Shubhlabh Cypress Apartment, Mallasandra, T Dasarahalli, Bengaluru, Karnataka. Pin-560057 (India)",0,1,14.12,8.667235888955368,10.303065122268757,00:00 - 01:00
"Shell, Service Road, Kaadubeesanahalli, Panathur, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560103, India",22,1,14.12,8.667235888955368,10.303065122268757,22:00 - 23:00
"Sheshadri Road, Nehru Nagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560001, India",0,1,14.12,8.667235888955368,10.303065122268757,00:00 - 01:00
"2nd Main Road, Saroj Tulip Apartment, Nagarathnamma Layout, Kadugodi, Bengaluru, Karnataka. Pin-560067 (India)",6,1,14.12,8.667235888955368,10.303065122268757,06:00 - 07:00
"2nd Main Road, Pride Gateway, Phase 2, Electronic City, Bengaluru, Karnataka. Pin-560100 (India)",1,1,14.12,8.667235888955368,10.303065122268757,01:00 - 02:00
"Thimmaiah Road, Dharmalingam Circle, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",5,1,14.12,8.667235888955368,10.303065122268757,05:00 - 06:00
"Thimmaiah Road, Govinda Chetty Colony, Shivaji Nagar, Bengaluru, Karnataka. Pin-560051 (India)",4,1,14.12,8.667235888955368,10.303065122268757,04:00 - 05:00
"2nd Main Road, Patel Shamanna Layout, Kammagondanahalli, Bengaluru, Karnataka. Pin-560015 (India)",23,1,14.12,8.667235888955368,10.303065122268757,23:00 - 00:00
"Thimmaiah Road, Sulthan Nagar, Shivaji Nagar, Bengaluru, Karnataka. Pin-560051 (India)",1,1,14.12,8.667235888955368,10.303065122268757,01:00 - 02:00
"Thogur Cross, Neeladri Road, Vittasandra, Bangalore South, Bengaluru Urban, Karnataka, 560100, India",6,1,14.12,8.667235888955368,10.303065122268757,06:00 - 07:00
"Bellary Road, Hebbal Junction, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)",21,1,14.12,8.667235888955368,10.303065122268757,21:00 - 22:00
"Bellary Road, Bhoopasandra, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560001, India",0,1,14.12,8.667235888955368,10.303065122268757,00:00 - 01:00
"Bellandur Doddakannelli Road, Condominiums, Adarsh Palm Retreat, Bellandur, Bengaluru, Karnataka. Pin-560103 (India)",5,1,14.12,8.667235888955368,10.303065122268757,05:00 - 06:00
"Bellandur Doddakannelli Road, RMZ Ecoworld, Bellandur, Bengaluru, Karnataka. Pin-560103 (India)",1,1,14.12,8.667235888955368,10.303065122268757,01:00 - 02:00
"Belathur Main Road, Belathur, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560067, India",23,1,14.12,8.667235888955368,10.303065122268757,23:00 - 00:00
"2nd Main Road, Sri Kanakadasa Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",5,1,14.12,8.667235888955368,10.303065122268757,05:00 - 06:00
"Little Break, Mahatma Gandhi Road, Craig Park Layout, Ashokanagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560047, India",22,1,14.12,8.667235888955368,10.303065122268757,22:00 - 23:00
"Lewis Road, Prestige Woodland Park, Maruthi Sevanagar, Bengaluru, Karnataka. Pin-560005 (India)",5,1,14.12,8.667235888955368,10.303065122268757,05:00 - 06:00
"2nd Main Road, Tipu Sultan Chowk, Domlur, Bengaluru, Karnataka. Pin-560071 (India)",2,1,14.12,8.667235888955368,10.303065122268757,02:00 - 03:00
"2nd Main Road, Ullal Junction, Jnana Bharathi, Bengaluru, Karnataka. Pin-560056 (India)",1,1,14.12,8.667235888955368,10.303065122268757,01:00 - 02:00
"2nd Main Road, SJR Verity, Haralur, Bengaluru, Karnataka. Pin-560035 (India)",4,1,14.12,8.667235888955368,10.303065122268757,04:00 - 05:00
"2nd Main Road, ST Bed Layout Extension, Block 4, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)",23,1,14.12,8.667235888955368,10.303065122268757,23:00 - 00:00
"MBT Road, Ebisu Tech Park, Nagavara, Bengaluru, Karnataka. Pin-560045 (India)",1,1,14.12,8.667235888955368,10.303065122268757,01:00 - 02:00
"3rd A Cross Road, Sector A, Yelahanka New Town, Yelahanka Satellite Town, Bengaluru North City Corporation, Bengaluru, Yelahanka taluku, Bengaluru Urban, Karnataka, 560064, India",2,1,14.12,8.667235888955368,10.303065122268757,02:00 - 03:00
"PES University Road, Veerannana Guda, Veerabhadra Nagar, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)",21,1,14.12,8.667235888955368,10.303065122268757,21:00 - 22:00
"PNS School, Koramangala, Sri Lakshmi Devi Ward, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560095, India",2,1,14.12,8.667235888955368,10.303065122268757,02:00 - 03:00
"Padarayanapura Main Road, Gopalan Residency, KP Agrahara, Bengaluru, Karnataka. Pin-560023 (India)",3,1,14.12,8.667235888955368,10.303065122268757,03:00 - 04:00
"3290, 12th Main Road, Motappanapalya, Indiranagar, Jogpalya, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560008, India",4,1,14.12,8.667235888955368,10.303065122268757,04:00 - 05:00
"32nd E Cross Road, Corporation Layout, Tilak Nagar, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)",21,1,14.12,8.667235888955368,10.303065122268757,21:00 - 22:00
"33, 15th Cross Road, Malleswaram, Malleshwaram, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560001, India",4,1,14.12,8.667235888955368,10.303065122268757,04:00 - 05:00
"3, 18th Cross Road, Sadashivanagar, Sadashiva Nagara, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560001, India",22,1,14.12,8.667235888955368,10.303065122268757,22:00 - 23:00
"30th Cross Road, Block 5 Stage 1, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)",6,1,14.12,8.667235888955368,10.303065122268757,06:00 - 07:00
"The Rasoi, Shri J Lingaiah Road, Nehru Nagar, Gandhinagar, Nehru Nagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560009, India",0,1,14.12,8.667235888955368,10.303065122268757,00:00 - 01:00
"Shree Vinayaka Layout, KR Puram, K.R Pura, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560036, India",3,1,14.12,8.667235888955368,10.303065122268757,03:00 - 04:00
"Hoodi Main Road, Gopalan Grandeur, Hoodi, Bengaluru, Karnataka. Pin-560048 (India)",21,1,14.12,8.667235888955368,10.303065122268757,21:00 - 22:00
"Beguru, Devanahalli taluku, Bengaluru North, Karnataka, 562149, India",6,1,14.12,8.667235888955368,10.303065122268757,06:00 - 07:00
"Begur Main Road, Krishna Reddy Layout, Hongasandra, Bengaluru, Karnataka. Pin-560068 (India)",5,1,14.12,8.667235888955368,10.303065122268757,05:00 - 06:00
"Begur Main Road, Narasimhaswamy Layout, Hongasandra, Bengaluru, Karnataka. Pin-560068 (India)",6,1,14.12,8.667235888955368,10.303065122268757,06:00 - 07:00
"Begur Main Road, Patel Krishnappa Layout, Shantipriya Layout, Begur, Bengaluru, Karnataka. Pin-560068 (India)",7,1,14.12,8.667235888955368,10.303065122268757,07:00 - 08:00
"Battadasanapura Main Road, Inderlok Enclave, Bettadasanapura, Bengaluru, Karnataka. Pin-560100 (India)",1,1,14.12,8.667235888955368,10.303065122268757,01:00 - 02:00
"Bazar Street, St Patricks Complex, Ashok Nagar, Bengaluru, Karnataka. Pin-560025 (India)",22,1,14.12,8.667235888955368,10.303065122268757,22:00 - 23:00
"Basavanapura Road, Vijaya Bank Colony, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",6,1,14.12,8.667235888955368,10.303065122268757,06:00 - 07:00
"Lassi Magic, Service Road, Dodda Nekkundi, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560048, India",22,1,14.12,8.667235888955368,10.303065122268757,22:00 - 23:00
"Lavelle Cross Road, Golden Orchid Apartment, Shanthala Nagar, Bengaluru, Karnataka. Pin-560001 (India)",1,1,14.12,8.667235888955368,10.303065122268757,01:00 - 02:00
"3rd Cross Road, Anand Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",5,1,14.12,8.667235888955368,10.303065122268757,05:00 - 06:00
"3rd Cross Road, Ashok Nagar, Ashokanagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560025, India",6,1,14.12,8.667235888955368,10.303065122268757,06:00 - 07:00
"3rd C Cross Road, Rayapuram, JJR Nagar North, Bengaluru, Karnataka. Pin-560018 (India)",0,1,14.12,8.667235888955368,10.303065122268757,00:00 - 01:00
"Kuvempunagara, Bengaluru North City Corporation, Bengaluru, Yelahanka taluku, Bengaluru Urban, Karnataka, 560013, India",5,1,14.12,8.667235888955368,10.303065122268757,05:00 - 06:00
"3rd Cross Road, Munireddypalya, JC Nagar, Bengaluru, Karnataka. Pin-560006 (India)",0,1,14.12,8.667235888955368,10.303065122268757,00:00 - 01:00
"3rd Cross Road, Jahnavi Layout, Kalyan Nagar, Bengaluru, Karnataka. Pin-560043 (India)",22,1,14.12,8.667235888955368,10.303065122268757,22:00 - 23:00
"3rd Cross Road, Keerthi Layout, Kammanahalli, Bengaluru, Karnataka. Pin-560084 (India)",22,1,14.12,8.667235888955368,10.303065122268757,22:00 - 23:00
"3rd Cross Road, Govinayakanahalli, Kumaraswamy Layout, Bengaluru, Karnataka. Pin-560111 (India)",6,1,14.12,8.667235888955368,10.303065122268757,06:00 - 07:00
"3rd Cross Road, Hanumantharayan Palya, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)",5,1,14.12,8.667235888955368,10.303065122268757,05:00 - 06:00
"3rd Cross Road, Brindavan Layout, T Dasarahalli, Bengaluru, Karnataka. Pin-560057 (India)",22,1,14.12,8.667235888955368,10.303065122268757,22:00 - 23:00
"Shri Ramalingeshwara Cave Temple Road, Coconut Development Board, Omkar Nagar, Hulimavu, Bengaluru, Karnataka. Pin-560076 (India)",1,1,14.12,8.667235888955368,10.303065122268757,01:00 - 02:00
"Raintree Boulevard Internal Road, Raintree Boulevard, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India)",5,1,14.12,8.667235888955368,10.303065122268757,05:00 - 06:00
"Basavanapura Main Road, Gayathri Layout, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",21,1,14.12,8.667235888955368,10.303065122268757,21:00 - 22:00
"Bannerghatta Road, Doddakammanahalli, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560083, India",5,1,14.12,8.667235888955368,10.303065122268757,05:00 - 06:00
"Bannerghatta Main Road, Royal Hermitage Layout, Weavers Colony, Bengaluru, Karnataka. Pin-560083 (India)",1,1,14.12,8.667235888955368,10.303065122268757,01:00 - 02:00
"3rd Cross Road, RJ Garden, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",2,1,14.12,8.667235888955368,10.303065122268757,02:00 - 03:00
"Kristal Jasper, Central Jail Road, KPC Layout, Kaikondrahalli, Kasavanahalli, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560035, India",5,1,14.12,8.667235888955368,10.303065122268757,05:00 - 06:00
"3rd Cross Road, Sarvanton Circle, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",3,1,14.12,8.667235888955368,10.303065122268757,03:00 - 04:00
"3rd Cross Road, Seshadripuram, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560003, India",4,1,14.12,8.667235888955368,10.303065122268757,04:00 - 05:00
"3rd Cross Road, Primeco Luxon, Doddanekundi, Bengaluru, Karnataka. Pin-560037 (India)",6,1,14.12,8.667235888955368,10.303065122268757,06:00 - 07:00
"Hosa Road, Singasandra, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560068, India",6,1,14.12,8.667235888955368,10.303065122268757,06:00 - 07:00
"Banaswadi Main Road, Ramgopal Layout, Subbanapalya, Banaswadi, Bengaluru, Karnataka. Pin-560043 (India)",0,1,14.12,8.667235888955368,10.303065122268757,00:00 - 01:00
"Banaswadi Road, N Thyagaraju Layout, Jeevanahalli, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560033, India",3,1,14.12,8.667235888955368,10.303065122268757,03:00 - 04:00
"Banaswadi Main Road, Errappa Reddy Layout, Chikka Banaswadi, Banaswadi, Bengaluru, Karnataka. Pin-560043 (India)",5,1,14.12,8.667235888955368,10.303065122268757,05:00 - 06:00
"Banaswadi Main Road, Fairmount Towers, Maruthi Sevanagar, Bengaluru, Karnataka. Pin-560005 (India)",6,1,14.12,8.667235888955368,10.303065122268757,06:00 - 07:00
"Kothanur Main Road, Willson Garden Housing Cooperative Society, JP Nagar Phase 7, Bengaluru, Karnataka. Pin-560078 (India)",1,1,14.12,8.667235888955368,10.303065122268757,01:00 - 02:00
"Kranthikavi Sarvagnya Road, Okalipuram, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560021, India",22,1,14.12,8.667235888955368,10.303065122268757,22:00 - 23:00
"3rd Cross Road, Tulasi Layout, Kasavanahalli, Bengaluru, Karnataka. Pin-560035 (India)",6,1,14.12,8.667235888955368,10.303065122268757,06:00 - 07:00
"3rd Cross Road, Sri Paramahamsa Yogananda Circle, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",23,1,14.12,8.667235888955368,10.303065122268757,23:00 - 00:00
"Padmasri CK Venkata Ramaiah Road, Chikkamaranahalli, RMV Stage 2, Bengaluru, Karnataka. Pin-560054 (India)",23,1,14.12,8.667235888955368,10.303065122268757,23:00 - 00:00
"3rd Main Road, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)",5,1,14.12,8.667235888955368,10.303065122268757,05:00 - 06:00
"3rd Main Road, Kasturi Nagar 2nd Stage, Kasturi Nagar, Bengaluru Central City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560043, India",6,1,14.12,8.667235888955368,10.303065122268757,06:00 - 07:00
"3rd Main Road, Fast Print Junction, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",0,1,14.12,8.667235888955368,10.303065122268757,00:00 - 01:00
"3rd Main Road, Block 3, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",0,1,14.12,8.667235888955368,10.303065122268757,00:00 - 01:00
"Siddhartha Road, Siddappa Reddy Circle, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)",23,1,14.12,8.667235888955368,10.303065122268757,23:00 - 00:00
"Sidedahalli Main Road, Concorde Spring Meadows, Chikkasandra, Bengaluru, Karnataka. Pin-560057 (India)",7,1,14.12,8.667235888955368,10.303065122268757,07:00 - 08:00
"3rd Main Road, Vijayshree Layout, Kodichikkanahalli, Bengaluru, Karnataka. Pin-560068 (India)",0,1,14.12,8.667235888955368,10.303065122268757,00:00 - 01:00
"Terminal 1 Departures Road, Arisinakunte, Bengaluru, Karnataka. Pin-560300 (India)",21,1,14.12,8.667235888955368,10.303065122268757,21:00 - 22:00
"3rd Main Road, Sadashiva Nagar, Bengaluru, Karnataka. Pin-560080 (India)",3,1,14.12,8.667235888955368,10.303065122268757,03:00 - 04:00
"Railway Line Shampura Main Road, CL Ramaiyah Layout, Kadugondanahalli, Bengaluru, Karnataka. Pin-560032 (India)",23,1,14.12,8.667235888955368,10.303065122268757,23:00 - 00:00
"Silver County Road, Sarjapur Hobli, Parappana Agrahara, Bengaluru, Karnataka. Pin-560035 (India)",21,1,14.12,8.667235888955368,10.303065122268757,21:00 - 22:00
"BWSSB, 15th Cross Road, Malleswaram, Malleshwaram, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560003, India",6,1,14.12,8.667235888955368,10.303065122268757,06:00 - 07:00
"Bagalur Road, Balaji Layout Phase 2, Kogilu, Bengaluru North City Corporation, Bengaluru, Yelahanka taluku, Bengaluru Urban, Karnataka, 562149, India",4,1,14.12,8.667235888955368,10.303065122268757,04:00 - 05:00
"Taralabalu Marg, RT Nagar, R.T Nagar, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560032, India",4,1,14.12,8.667235888955368,10.303065122268757,04:00 - 05:00
"Konanakunte Main Road, Channasandra Layout, Yalanchenahalli, Bengaluru, Karnataka. Pin-560078 (India)",6,1,14.12,8.667235888955368,10.303065122268757,06:00 - 07:00
"40 Feet Main Road, Green Glen Layout, Bellandur, Bengaluru, Karnataka. Pin-560103 (India)",5,1,14.12,8.667235888955368,10.303065122268757,05:00 - 06:00
"421Q, Sri Krishna Temple Road, BM Kaval, Thippasandra, Indiranagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560001, India",1,1,14.12,8.667235888955368,10.303065122268757,01:00 - 02:00
"Terminal 1 Arrivals Road, Arisinakunte, Bengaluru, Karnataka. Pin-560300 (India)",1,1,14.12,8.667235888955368,10.303065122268757,01:00 - 02:00
"3rd Main Road, The Colonnade, Kodihalli, Bengaluru, Karnataka. Pin-560008 (India)",21,1,14.12,8.667235888955368,10.303065122268757,21:00 - 22:00
"Taj Yeshwantpur, Tumkur Road, Goraguntepalya, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560022, India",23,1,14.12,8.667235888955368,10.303065122268757,23:00 - 00:00
"4th Cross Road, Devanarapalya, Yeshwanthpur, Bengaluru, Karnataka. Pin-560054 (India)",21,1,14.12,8.667235888955368,10.303065122268757,21:00 - 22:00
"4th Cross Road, 1st Stage, Yelahanka New Town, Bengaluru, Karnataka. Pin-560064 (India)",21,1,14.12,8.667235888955368,10.303065122268757,21:00 - 22:00
"4th Cross Road, Annayappa Colony, HAL Stage 3, New Thippasandra, Bengaluru, Karnataka. Pin-560075 (India)",3,1,14.12,8.667235888955368,10.303065122268757,03:00 - 04:00
"4th A Cross Road, Venkateshwara Techno Park, Phase 1, Electronic City, Bengaluru, Karnataka. Pin-560100 (India)",3,1,14.12,8.667235888955368,10.303065122268757,03:00 - 04:00
"4th B Cross Road, Sector B, Yelahanka New Town, Bengaluru, Karnataka. Pin-560064 (India)",0,1,14.12,8.667235888955368,10.303065122268757,00:00 - 01:00
"4th B Cross Road, Sector B, Yelahanka New Town, Yelahanka Satellite Town, Bengaluru North City Corporation, Bengaluru, Yelahanka taluku, Bengaluru Urban, Karnataka, 560064, India",4,1,14.12,8.667235888955368,10.303065122268757,04:00 - 05:00
"4th C Cross Road, Block 2, HRBR Layout, Kalyan Nagar, Bengaluru, Karnataka. Pin-560043 (India)",3,1,14.12,8.667235888955368,10.303065122268757,03:00 - 04:00
"4th A Cross Road, Block 2, HRBR Layout, Kalyan Nagar, Bengaluru, Karnataka. Pin-560043 (India)",1,1,14.12,8.667235888955368,10.303065122268757,01:00 - 02:00
"RT Nagar Main Road, Rehamathnagara, R.T Nagar, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560032, India",3,1,14.12,8.667235888955368,10.303065122268757,03:00 - 04:00
"4th Cross Road, Pillappa Garden, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",6,1,14.12,8.667235888955368,10.303065122268757,06:00 - 07:00
"4th Cross Road, Karnataka Agricultural Staff Quarters, HAL Stage 3, New Thippasandra, Bengaluru, Karnataka. Pin-560075 (India)",23,1,14.12,8.667235888955368,10.303065122268757,23:00 - 00:00
"4th Cross Road, Kottalapalya, Bengaluru, Karnataka. Pin-560095 (India)",0,1,14.12,8.667235888955368,10.303065122268757,00:00 - 01:00
"4th Cross Road, Malleshwaram Circle, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",1,1,14.12,8.667235888955368,10.303065122268757,01:00 - 02:00
"4th Cross Road, Marathahalli, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560037, India",6,1,14.12,8.667235888955368,10.303065122268757,06:00 - 07:00
"TC Palya Main Road, Vinayaka Layout, Battarahalli, KR Puram, Bengaluru, Karnataka. Pin-560049 (India)",6,1,14.12,8.667235888955368,10.303065122268757,06:00 - 07:00
"BEML Gate, Suranjandas Road, New Thippasandra, Bengaluru Central City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560075, India",1,1,14.12,8.667235888955368,10.303065122268757,01:00 - 02:00
"Hosur Road, Electronic City, Bengaluru, Karnataka. Pin-560100 (India)",6,1,14.12,8.667235888955368,10.303065122268757,06:00 - 07:00
"BDA Jnanabharathi Residential Enclave, Kengeri, Bengaluru West City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560060, India",5,1,14.12,8.667235888955368,10.303065122268757,05:00 - 06:00
"BEL Circle, Doddabommasandra, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560013, India",5,1,14.12,8.667235888955368,10.303065122268757,05:00 - 06:00
"BDA 80 Feet Road, Suraksha Landmark, Jai Hanuman Nagar, Arakere, Bengaluru, Karnataka. Pin-560076 (India)",21,1,14.12,8.667235888955368,10.303065122268757,21:00 - 22:00
"Sirur Park Road, Nehru Nagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560020, India",3,1,14.12,8.667235888955368,10.303065122268757,03:00 - 04:00
"B: Mysore Sandal Soap Factory, Chord Road, Subramanyanagara, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560010, India",21,1,14.12,8.667235888955368,10.303065122268757,21:00 - 22:00
"BA Chelvaroya Mudaliar Road, Puttanna Junction, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",6,1,14.12,8.667235888955368,10.303065122268757,06:00 - 07:00
"4th G Main Road, Block 2, HRBR Layout, Kalyan Nagar, Bengaluru, Karnataka. Pin-560043 (India)",4,1,14.12,8.667235888955368,10.303065122268757,04:00 - 05:00
"4th Main Road, Abbaiah Reddy Layout, Electronic City, Bengaluru, Karnataka. Pin-560100 (India)",21,1,14.12,8.667235888955368,10.303065122268757,21:00 - 22:00
"4th Cross Road, Teacher's Colony, Sector 5, HSR Layout, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560034, India",5,1,14.12,8.667235888955368,10.303065122268757,05:00 - 06:00
"4th Cross Road, Shriniket Apartment, Mathikere Extension, Bengaluru, Karnataka. Pin-560054 (India)",4,1,14.12,8.667235888955368,10.303065122268757,04:00 - 05:00
"4th Cross Road, Sena Vihar Apartment, Sena Vihar, Kammanahalli, Bengaluru, Karnataka. Pin-560084 (India)",0,1,14.12,8.667235888955368,10.303065122268757,00:00 - 01:00
"4th Cross Road, Police Quarters, Rajiv Gandhi Colony, Shivaji Nagar, Bengaluru, Karnataka. Pin-560051 (India)",21,1,14.12,8.667235888955368,10.303065122268757,21:00 - 22:00
"B4 Street, Someshwarpura, Halasuru, Bengaluru, Karnataka. Pin-560008 (India)",0,1,14.12,8.667235888955368,10.303065122268757,00:00 - 01:00
"Azul system india pvt., 53/2&52/3, Kariammana Agrahara Road, Bellanduru, Bellandur, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560103, India",6,1,14.12,8.667235888955368,10.303065122268757,06:00 - 07:00
"B 15th Street, Balappa Garden, Shivaji Nagar, Bengaluru, Karnataka. Pin-560051 (India)",23,1,14.12,8.667235888955368,10.303065122268757,23:00 - 00:00
"Slaughterhouse A Street, Sulthangunta, Shivaji Nagar, Bengaluru, Karnataka. Pin-560051 (India)",22,1,14.12,8.667235888955368,10.303065122268757,22:00 - 23:00
"Slaughterhouse B Street, Sulthangunta, Shivaji Nagar, Bengaluru, Karnataka. Pin-560051 (India)",22,1,14.12,8.667235888955368,10.303065122268757,22:00 - 23:00
"Kodigehalli Main Road, Sterling Park, Kodigehalli, Bengaluru, Karnataka. Pin-560092 (India)",3,1,14.12,8.667235888955368,10.303065122268757,03:00 - 04:00
"Kodigehalli Main Road, Kodigehalli Gate Junction, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India)",3,1,14.12,8.667235888955368,10.303065122268757,03:00 - 04:00
"4th Main Road, Maruthi Extension, Kuvempu Ward, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560021, India",1,1,14.12,8.667235888955368,10.303065122268757,01:00 - 02:00
"4th Main Road, Muniyappa Layout, Nagashetty Halli, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",21,1,14.12,8.667235888955368,10.303065122268757,21:00 - 22:00
"Suranjan Das Road, Thimmaiah Reddy Colony, Jeevan Bima Nagar, Bengaluru, Karnataka. Pin-560075 (India)",1,1,14.12,8.667235888955368,10.303065122268757,01:00 - 02:00
"4th Main Road, Ganga Nagar, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",1,1,14.12,8.667235888955368,10.303065122268757,01:00 - 02:00
"4th Main Road, Aishwarya Layout, Doddakallasandra, Bengaluru, Karnataka. Pin-560062 (India)",1,1,14.12,8.667235888955368,10.303065122268757,01:00 - 02:00
"5th A Cross Road, 5th Phase, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",23,1,14.12,8.667235888955368,10.303065122268757,23:00 - 00:00
"Panathur Main Road, Kaverappa Layout, Kaadubeesanahalli, Panathur, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560103, India",1,1,14.12,8.667235888955368,10.303065122268757,01:00 - 02:00
"4th Main Road, Viewers Colony, KGH Layout, Ganga Nagar, Bengaluru, Karnataka. Pin-560032 (India)",5,1,14.12,8.667235888955368,10.303065122268757,05:00 - 06:00
"5/1, 18th Cross Road, Malleswaram, Malleshwaram, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560001, India",1,1,14.12,8.667235888955368,10.303065122268757,01:00 - 02:00
"4th Main Road, Veerannana Guda, Veerabhadra Nagar, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)",23,1,14.12,8.667235888955368,10.303065122268757,23:00 - 00:00
