enforcement_zone,latitude,longitude,violation_count,frequency_score,avg_congestion_score,max_congestion_score,priority_score,risk_level,enforcement_demand_score,demand_percentage,cumulative_demand,allocation_weight,recommended_officers
"Bellary Road, Concorde Mayfair, KHB Colony, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",13.094917617647058,77.5973679,17,29.966434375034073,18.01823529411765,46.26,29.640687775752333,Medium,27.413921259209918,0.00020684696113548568,0.2643704523543001,0.0006899341539866945,1
"7th Main Road, Veerannana Guda, Veerabhadra Nagar, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)",12.934942917307692,77.53653897884615,52,41.16269533569884,10.592500000000001,10.64,25.88709766784942,Medium,27.410857434634362,0.00020682384358156433,0.2645772761978817,0.0006898570458197704,1
"Nala Road, Tamarikannan Junction, Halasuru, Bengaluru, Karnataka. Pin-560008 (India)",12.978445242857143,77.62847695714287,7,21.55897362518689,28.34857142857143,56.13,30.51005824116487,Medium,27.392435493852787,0.00020668484404067936,0.26478396104192237,0.0006893934154617582,1
"14th Main Road, Kodigehalli Gate Junction, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India)",13.058592614285715,77.59316846285714,35,37.15275891676304,14.21142857142857,19.8,26.79980802981009,Medium,27.388017404219674,0.00020665150811598648,0.26499061255003836,0.0006892822241110412,1
"Rajgopal Nagar Main Road, M Ramaiah Layout, Stage 2, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",13.010592257692307,77.50664632307692,26,34.170164749957664,14.345,35.68,28.52458237497883,Medium,27.382340612476714,0.00020660867487407527,0.26519722122491246,0.0006891393546371158,1
"HMT Main Road, HMT Circle, Jalahalli, Bengaluru, Karnataka. Pin-560013 (India)",13.049114817391304,77.54349084782609,23,32.949028541839446,17.164347826086956,32.5,28.12381861874581,Medium,27.379487437142128,0.00020658714673725876,0.26540380837164973,0.0006890675479410932,1
"Singasandra, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560114, India",12.879093213361706,77.64584456162702,35,37.15275891676304,13.859428571428571,20.86,26.90620802981009,Medium,27.37081740421967,0.0002065217285161295,0.2656103301001659,0.000688849346693164,1
"11th Cross Road, Metro Urbano, Muni Reddy Layout, Garvebhavi Palya, Bengaluru, Karnataka. Pin-560068 (India)",12.89243128918919,77.63743283243244,37,37.7133102830743,13.455405405405404,19.1,26.71327676315877,Medium,27.361712547582755,0.00020645302940850774,0.2658167831295744,0.0006886202021099589,1
"Haines Road, Sri Ramakrishnappa Circle, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",12.999792956410257,77.61085173589744,39,38.245102477605926,12.375384615384617,19.8,26.79516662341835,Medium,27.346190978067877,0.00020633591411311282,0.26602311904368753,0.0006882295662417613,1
"17th Cross Road, Parangipalya, Sector 2, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",12.91197735744681,77.65150691276595,47,40.13535308356842,11.013404255319148,14.16,26.203697818379954,Medium,27.34513568532433,0.00020632795158578786,0.2662294469952733,0.0006882030073814164,1
"1st Cross Road, Mill Corner Junction, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)",12.994250984999999,77.5714530975,40,38.50110745437615,12.6595,17.33,26.514403727188075,Medium,27.33943409990688,0.0002062849312675305,0.2664357319265408,0.0006880595139178519,1
"3rd Main Road, Dr Rajkumar Road 17th Cross Junction, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",13.008825994827587,77.55546048275862,58,42.27458211586031,8.31603448275862,11.7,25.97210140275774,Medium,27.331632232688687,0.0002062260636392913,0.2666419579901801,0.0006878631620494779,1
"Hosapalya Main Road, Salarpuria Serenity, Sector 7, HSR Layout, Bengaluru, Karnataka. Pin-560068 (India)",12.906019775675675,77.63323803513514,37,37.7133102830743,13.361621621621621,19.1,26.685141628023636,Medium,27.328888223258435,0.00020620535919476442,0.26684816334937483,0.0006877941027636176,1
"Coles Road, Cleveland Town, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",12.997463226666666,77.61019578444444,45,39.69410884257296,11.125111111111112,15.93,26.370587754619812,Medium,27.318548752304018,0.00020612734452015997,0.26705429069389497,0.0006875338862817012,1
"Outer Ring Road, Sector 5, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",12.91587716,77.63809048285714,35,37.15275891676304,13.968857142857141,19.8,26.727036601238662,Medium,27.303117404219673,0.00020601090997483207,0.2672603016038698,0.0006871455210425667,1
"Basavanapura Road, Ajith Layout, Battarahalli, KR Puram, Bengaluru, Karnataka. Pin-560049 (India)",13.01517535,77.7094548,2,11.390054916652556,45.715,50.13,29.435527458326284,Medium,27.27778020415891,0.00020581973255126337,0.26746612133642106,0.0006865078523368378,1
"Outer Ring Road, Aishwarya Opulence, Marathahalli Village, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.953205016174094,77.70019550108616,22,32.50778430084399,17.332727272727272,33.2,28.093710332240175,Medium,27.265735910918735,0.00020572885443746863,0.26767185019085854,0.000686204730095096,1
"RMZ Ecospace Internal Road, Citilights Libery Apartment, Kariyammana Agrahara, Bengaluru, Karnataka. Pin-560103 (India)",12.927533042813328,77.68053458481751,34,36.86069242614519,13.789117647058823,21.56,26.879081507190243,Medium,27.255572010850443,0.00020565216450236113,0.2678775023553609,0.0006859489322568912,1
"Kaliamman Koil Street, Lido Mall, Someshwarpura, Halasuru, Bengaluru, Karnataka. Pin-560008 (India)",12.973589828,77.6226207,25,33.77888530339491,15.3,33.21,28.121442651697453,Medium,27.254386916867197,0.00020564322258242285,0.2680831455779433,0.000685919106650879,1
"6th Cross Road, Block G, Sahakara Nagar, Bengaluru, Karnataka. Pin-560092 (India)",13.063395474999998,77.59170883571429,28,34.91102804853817,13.108571428571429,34.62,28.312085452840513,Medium,27.251065426695995,0.00020561816085769334,0.268288763738801,0.0006858355137387386,1
"Bellandur Doddakannelli Road, Saffron Square, Kariyammana Agrahara, Bengaluru, Karnataka. Pin-560103 (India)",12.929447908439316,77.68465359056677,26,34.170164749957664,15.540000000000001,30.03,27.75308237497883,Medium,27.235590612476717,0.00020550139834622598,0.26849426513714725,0.0006854460545747056,1
"14th Main Road, Block F, Sahakara Nagar, Bengaluru, Karnataka. Pin-560092 (India)",13.061931820833335,77.58750717083333,24,33.37225770483806,16.582916666666666,30.73,27.807003852419033,Medium,27.23176257099427,0.00020547251452693367,0.2686997376516742,0.0006853497131379355,1
"6th Cross Road, Muthukurappa Colony, Mahadevapura, Bengaluru, Karnataka. Pin-560048 (India)",12.994397531581853,77.69847632106564,11,25.762704000110485,20.771818181818183,57.9,30.692897454600697,Medium,27.22962356369713,0.00020545637502047357,0.26890519402669466,0.0006852958801172607,1
"Magadi Road, BDA Layout, Block 3, Chandra Layout Stage 1, Bengaluru, Karnataka. Pin-560072 (India)",12.950439353846154,77.5217004,13,27.360888115455122,26.163076923076922,30.02,27.53336713465064,Medium,27.207565386577244,0.00020528993889255538,0.26911048396558723,0.0006847407355384972,1
"Jewellers Street, Quadrant Square, Shivaji Nagar, Bengaluru, Karnataka. Pin-560051 (India)",12.983763159649124,77.6081198982456,57,42.09735259026713,8.231929824561403,11.7,25.858255242501986,Medium,27.20471936324341,0.000205268464719913,0.26931575243030714,0.0006846691088389642,1
"1st Main Road, Ashwath Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.957968812903227,77.70143290967742,31,35.931622708644824,13.671290322580646,26.5,27.367198451096606,Medium,27.19734410265788,0.00020521281597760889,0.26952096524628477,0.0006844834935041715,1
"ITPL Main Road, Prestige Technostar, Industrial Area Phase 1, Doddanekundi, Bengaluru, Karnataka. Pin-560048 (India)",12.973395548387098,77.71109061290322,31,35.931622708644824,13.634516129032257,26.5,27.356166193032088,Medium,27.184473134915944,0.0002051157003355554,0.2697260809466203,0.0006841595661040722,1
"15th Cross Road, BDA Layout, Block 3, Chandra Layout Stage 1, Bengaluru, Karnataka. Pin-560072 (India)",12.950699829411764,77.5220839,17,29.966434375034073,21.381176470588237,32.14,27.82557012869351,Medium,27.178950670974622,0.00020507403154715253,0.26993115497816744,0.0006840205806429537,1
"1st Main Road, Manipal Hospital Junction, Kodihalli, Bengaluru, Karnataka. Pin-560008 (India)",12.960392399903212,77.64942175462109,30,35.60246252987629,14.113666666666665,26.5,27.335331264938144,Medium,27.17113772476529,0.00020501508032431818,0.2701361700584918,0.0006838239499463777,1
"9th Main Road, Indian Airlines Staff Quarters, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",12.969545164946545,77.6469443293494,19,31.058777935876957,18.913684210526316,34.61,28.125494231096372,Medium,27.16311733841654,0.00020495456389809497,0.27034112462238985,0.0006836220985432949,1
"1st Cross Road, Silver Enclave, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",12.99554358,77.6136325875,40,38.50110745437615,12.1205,17.33,26.352703727188075,Medium,27.150784099906883,0.00020486150559816918,0.270545986127988,0.0006833117043316599,1
"G Narayana Kumar Road, Soundarya Kamakshi, Karekallu, Kamakshipalya, Bengaluru, Karnataka. Pin-560079 (India)",12.983859176496694,77.52890527123019,46,39.91707818402511,10.484782608695653,15.22,26.14797387462125,Medium,27.14606691425729,0.00020482591289665435,0.2707508120408847,0.0006831929855442389,1
"South Avenue, ITI Township, KR Puram, Bengaluru, Karnataka. Pin-560016 (India)",13.006930958064515,77.68789970322581,31,35.931622708644824,12.602903225806452,29.68,27.68268232206435,Medium,27.14140861878691,0.00020479076454071475,0.2709556028054254,0.0006830757488631385,1
"4th Cross Road, Shivanandappa Layout, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",12.996274040816328,77.5716169244898,49,40.55858224656703,9.753061224489796,14.17,26.03920949063045,Medium,27.137791664183297,0.00020476347344064742,0.2711603662788661,0.0006829847199114297,1
"Magadi Road, Suvarna Layout, Chandra Layout Stage 1, Bengaluru, Karnataka. Pin-560072 (India)",12.95278912,77.52027845,10,24.860598341446366,26.624000000000002,41.31,28.679499170723183,Medium,27.122729087795502,0.00020464982139783216,0.2713650161002639,0.0006826056356571666,1
"9th Main Road, Sector 6, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",12.912893556756757,77.63528087297297,37,37.7133102830743,13.273513513513514,17.33,26.304709195591204,Medium,27.121050385420595,0.00020463715504187317,0.2715696532553058,0.0006825633872647578,1
"10th Cross Road, Acharya Sri Ramanuja Circle, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",13.0010116,77.5713401452381,42,38.99489957663459,11.639047619047618,15.92,26.17316407403158,Medium,27.11286143381569,0.00020457536673591198,0.2717742286220417,0.0006823572935306967,1
"Seshadri Road, Railway Officers Enclave, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",12.97890291627907,77.58221371627907,43,39.23324742490429,10.720697674418604,17.69,26.370833014777727,Medium,27.099530269743873,0.000204474778762722,0.27197870340080443,0.0006820217842353069,1
"Old Madras Road, Magadha, Bengaluru, Karnataka. Pin-560016 (India)",12.994004383870967,77.66285178709677,31,35.931622708644824,14.789032258064516,21.56,26.714521031741768,Medium,27.094553780077234,0.00020443722952797613,0.2721831406303324,0.0006818965394680402,1
"MBT Road, Govind Pura, Nagavara, Bengaluru, Karnataka. Pin-560045 (India)",13.042028776923077,77.61367803846154,26,34.170164749957664,15.608846153846153,28.26,27.41973622113268,Medium,27.082686766322873,0.00020434768904561927,0.272387488319378,0.0006815978788708368,1
"Thavarekere Main Road, Chikka Adugodi New Extension, Sadduguntepalya, Bengaluru, Karnataka. Pin-560029 (India)",12.926656326666667,77.60896903333334,15,28.745298166915855,24.841333333333335,25.78,26.981049083457926,Medium,27.082380658470388,0.0002043453793622118,0.2725918336987402,0.0006815901749652103,1
"Amrutha College Road, Camelia, Owners Court Layout, Kasavanahalli, Bengaluru, Karnataka. Pin-560035 (India)",12.898416148648648,77.67546524054055,37,37.7133102830743,11.546756756756757,22.98,26.916682168564176,Medium,27.08168552055573,0.00020434013432032752,0.2727961738330605,0.0006815726802265146,1
"Canara Bank Cross Road, Konanakunte Junction, Konanakunte, Bengaluru, Karnataka. Pin-560062 (India)",12.889731329411765,77.56332729705883,34,36.86069242614519,12.063529411764705,25.8,27.209405036602007,Medium,27.075616128497504,0.00020429433878121754,0.2730004681718417,0.0006814199300659189,1
"Palace Road, MD Nanjundaswamy Circle, Rajamahal Guttahalli, Bengaluru, Karnataka. Pin-560003 (India)",12.99934538,77.58382750000001,30,35.60246252987629,9.362,42.04,29.017831264938145,Medium,27.062054391431957,0.00020419201105972148,0.2732046601829014,0.0006810786178727292,1
"Sri Vinayaka Temple Main Road, Sait Palya, Lingarajapuram, Bengaluru, Karnataka. Pin-560084 (India)",13.01292991,77.62659652333333,30,35.60246252987629,13.479000000000001,27.56,27.356931264938147,Medium,27.055004391431957,0.0002041388165144313,0.27340879899941584,0.0006809011884659831,1
"Laggere Main Road, Swatantra Yodhara Nagar, Laggere, Bengaluru, Karnataka. Pin-560058 (India)",13.003801895,77.526101995,20,31.56461849037872,18.145000000000003,33.2,27.86580924518936,Medium,27.031290169708296,0.0002039598849908141,0.27361275888440667,0.000680304365729547,1
"Siddapura Road, S.M Krishna Ward, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560066, India",12.9636029,77.7330883,3,14.372649083457928,42.126666666666665,43.78,28.580324541728963,Medium,27.027290329235193,0.00020392970489220414,0.27381668858929886,0.0006802037005774588,1
"9th A Main Road, Stage 3, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",12.97762344054054,77.6390006864865,37,37.7133102830743,11.383513513513513,22.98,26.867709195591203,Medium,27.024550385420593,0.00020390903112407104,0.2740205976204229,0.0006801347436121337,1
"Forest Region Road, Vymac Circle, Kammagondanahalli, Bengaluru, Karnataka. Pin-560015 (India)",13.068488675000001,77.530197625,40,38.50110745437615,12.03925,16.27,26.116328727188073,Medium,27.01634659990688,0.00020384713089143837,0.27422444475131436,0.0006799282765487619,1
"Sahakar Nagar Road, Vista Pixel, Jakkuru Layout, Jakkuru, Bengaluru, Karnataka. Pin-560064 (India)",13.072107902702703,77.59217131621622,37,37.7133102830743,12.94918918918919,17.33,26.20741189829391,Medium,27.00753687190708,0.00020378065862546962,0.27442822540993983,0.0006797065595540671,1
"Konanakunte Main Road, Konanakunte Junction, Konanakunte, Bengaluru, Karnataka. Pin-560062 (India)",12.889122538636364,77.56333991590908,44,39.46623868572414,11.071363636363637,14.16,25.88652843377116,Medium,26.99740854987555,0.00020370423713823274,0.27463192964707805,0.0006794516571186929,1
"Andhrahalli Main Road, Soundarya Layout, Andhrahalli, Bengaluru, Karnataka. Pin-560091 (India)",12.999449742857141,77.48870356428571,42,38.99489957663459,9.916190476190476,20.51,26.574306931174437,Medium,26.968861433815693,0.00020348883985338864,0.27483541848693144,0.0006787332035205634,1
"100 Feet Road, Vivekanand Nagar, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",13.039501903846153,77.51846146923077,26,34.170164749957664,14.345384615384615,31.44,27.676697759594216,Medium,26.958475227861328,0.0002034104725479939,0.27503882895947945,0.0006784718108452689,1
"Whitefield Road, IWF Campus, Mahadevapura, Bengaluru, Karnataka. Pin-560048 (India)",12.99820278553391,77.68877876583922,24,33.37225770483806,16.083333333333332,29.67,27.44512885241903,Medium,26.9509084043276,0.00020335337840087788,0.27524218233788034,0.0006782813743898729,1
"Dr Rajkumar Puniya Bhoomi Road, Sri Annamma Devi Circle, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)",13.017621672727273,77.53154347727273,22,32.50778430084399,18.298181818181817,26.5,27.04334669587654,Medium,26.93364500182783,0.00020322312040851802,0.27544540545828883,0.0006778469013027874,1
"Panathur Main Road, Varthur Hobli, Panathur, Bengaluru, Karnataka. Pin-560087 (India)",12.936541256600693,77.70431796457225,21,32.046922883175334,17.77095238095238,30.73,27.50074715587338,Medium,26.918640919079767,0.00020310990971925848,0.2756485153680081,0.0006774692891750202,1
"Bengaluru Bellary Road, Bharthi Nagar, Hunasamaranahalli, Bengaluru, Karnataka. Pin-562157 (India)",13.139617981666667,77.61774848916666,12,26.59256076166594,22.9575,42.37,28.65753038083297,Medium,26.898033418916267,0.0002029544194212776,0.27585146978742936,0.0006769506542064343,1
"Srinivagilu Main Road, Prestige Pine Wood, Jakkasandra Extension, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)",12.931419142857143,77.63265915714285,21,32.046922883175334,18.192380952380955,28.97,27.275175727301953,Medium,26.890140919079766,0.00020289486794042573,0.2760543646553698,0.0006767520213605146,1
"Bellary Road, Laxmaiah Block, Ganga Nagar, Bengaluru, Karnataka. Pin-560024 (India)",13.029256041463416,77.58644862195122,41,38.750943032107685,11.870000000000001,14.16,25.768471516053843,Medium,26.883518667659228,0.000202844900897431,0.27625720955626726,0.0006765853572270579,1
"Service Road, Kaadubeesanahalli, Panathur, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560103, India",12.941408344444445,77.69645371111112,18,30.52698574134533,20.040555555555557,30.73,27.421659537339334,Medium,26.87703660218438,0.00020279599160303723,0.2764600055478703,0.0006764222211941938,1
"Osborne Road, Meanee Avenue Layout, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",12.987618815909089,77.61816153409092,44,39.46623868572414,10.710227272727273,14.16,25.778187524680256,Medium,26.871010822602823,0.00020275052513426278,0.27666275607300456,0.0006762705686415218,1
"Whitefield Main Road, Sri Sathya Sai Gokulam, Sai Colony, Kadugodi, Bengaluru, Karnataka. Pin-560067 (India)",13.002293801097418,77.75718830337891,39,38.245102477605926,11.584102564102565,17.69,26.135782008033733,Medium,26.858242260119155,0.0002026541821732233,0.2768654102551778,0.0006759492185044327,1
"Kempegowda Road, Kamraj Nagar, HBR Layout, Bengaluru, Karnataka. Pin-560045 (India)",13.031433994444445,77.62335607777777,18,30.52698574134533,16.23611111111111,43.79,28.892326204005997,Medium,26.851481046628823,0.00020260316661616966,0.277068013421794,0.0006757790570720251,1
"13th Cross Road, BDA Layout, Block 3, Chandra Layout Stage 1, Bengaluru, Karnataka. Pin-560072 (India)",12.950158966666665,77.52255575833333,12,26.59256076166594,25.75,32.13,27.44728038083297,Medium,26.851408418916265,0.0002026026186164328,0.2772706160404104,0.0006757772292291949,1
"1st Main Road, Jakkarayana Kere, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",12.978238605882353,77.58100769117648,34,36.86069242614519,13.122941176470588,19.8,26.327228566013773,Medium,26.846410246144565,0.0002025649057755998,0.277473180946186,0.0006756514387568974,1
"8th Main Road, Hesaragatta Cross Junction, T Dasarahalli, Bengaluru, Karnataka. Pin-560057 (India)",13.045195746875,77.507084328125,32,36.25065325809892,14.2828125,19.09,26.228170379049462,Medium,26.845843666954405,0.00020256063075114713,0.27767574157693714,0.0006756371794931265,1
"Nandini Layout Club Road, APMC Government Quarters, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)",13.010648495000002,77.5359441,20,31.56461849037872,18.4985,30.02,27.33585924518936,Medium,26.837015169708295,0.00020249401686510418,0.27787823559380226,0.000675414990127334,1
"Diesel Loco Shed Road, Devasandra, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",13.007598054545456,77.69265295757576,33,36.56015907121148,13.263030303030304,20.86,26.430988626514832,Medium,26.83614809522692,0.00020248747450584613,0.2780807230683081,0.0006753931682109036,1
"Siddavanahalli Krishna Sharma Road, Sarangapani, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",13.008280894999999,77.56918559750001,40,38.50110745437615,11.583499999999999,15.92,25.909603727188074,Medium,26.821834099906884,0.0002023794707509049,0.278283102539059,0.0006750329237147616,1
"11th Cross Road, Stage 2, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",12.978700694117649,77.63837873529413,17,29.966434375034073,17.684117647058823,41.32,28.55245248163468,Medium,26.802980082739328,0.00020223721105301528,0.278485339750112,0.0006745584191642906,1
"Sarjapuram Junction Road, Sobha Garnet, Iblur Village, Bellandur, Bengaluru, Karnataka. Pin-560102 (India)",12.921779505,77.665410235,40,38.50110745437615,11.51225,15.92,25.888228727188075,Medium,26.79689659990688,0.00020219130919442622,0.27868753105930644,0.0006744053143770692,1
"Murphy Road, Ramaiah Circle, Halasuru, Bengaluru, Karnataka. Pin-560007 (India)",12.973080354545454,77.62038932727273,11,25.762704000110485,20.036363636363635,56.14,30.120261090964334,Medium,26.79621447278804,0.00020218616232323236,0.2788897172216297,0.0006743881470848676,1
"Mysore Road, Apple Spire, Pantarapalya, Bengaluru, Karnataka. Pin-560039 (India)",12.941179165,77.52494342,20,31.56461849037872,14.846,42.38,28.71210924518936,Medium,26.794640169708295,0.00020217428369394497,0.27909189150532365,0.0006743485261399771,1
"100 Feet Road, Sri Krishnappa Layout, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",12.97905916736431,77.6408466146165,26,34.170164749957664,15.48576923076923,25.79,26.888813144209603,Medium,26.79260984324595,0.00020215896421976694,0.2792940504695434,0.0006742974283215778,1
"Outer Ring Road, Prestige Ferns Galaxy, Bellandur Gate, Bellandur, Bengaluru, Karnataka. Pin-560103 (India)",12.921742217450102,77.66802087253406,27,34.54721265718409,14.168888888888889,28.27,27.178272995258713,Medium,26.78707807256236,0.00020211722520896365,0.2794961676947524,0.0006741582086349615,1
"2nd Main Road, Block 2, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)",13.019350648148148,77.53177431851853,27,34.54721265718409,13.65851851851852,30.03,27.3771618841476,Medium,26.78444844293273,0.00020209738379727148,0.27969826507854967,0.0006740920279789123,1
"Doddanagamangala Road, Vinayaka Nagar, Rayasandra, Bengaluru, Karnataka. Pin-560100 (India)",12.869651433333333,77.65971537916667,24,33.37225770483806,17.923750000000002,21.56,26.375253852419032,Medium,26.784054237660932,0.00020209440939015315,0.27990035948793984,0.0006740821068998327,1
"Outer Ring Road, Whispering Meadows, Dollars Colony, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",13.047323221875,77.571837215625,32,36.25065325809892,13.3559375,21.56,26.44410787904946,Medium,26.768437416954406,0.00020197657539350599,0.28010233606333335,0.0006736890738171065,1
"11th Cross Road, Ozone Manay Tech Park, Garvebhavi Palya, Bengaluru, Karnataka. Pin-560068 (India)",12.892344744444445,77.63751391851851,27,34.54721265718409,16.208518518518517,20.85,26.306161884147603,Medium,26.75894844293273,0.00020190497799515796,0.2803042410413285,0.0006734502620396179,1
"MBT Road, Kodandaram, Medahalli, Bengaluru, Karnataka. Pin-560049 (India)",13.02648643076923,77.72057586153846,26,34.170164749957664,16.056153846153844,23.32,26.565928528824987,Medium,26.745244458630562,0.00020180157697194975,0.2805060426183005,0.0006731053698687255,1
"Magadi Road, Sri Rajkumar Circle, Nayandahalli, Bengaluru, Karnataka. Pin-560039 (India)",12.947744157142855,77.52383837142858,7,21.55897362518689,31.422857142857143,38.84,27.97434395545059,Medium,26.739435493852792,0.00020175774644145894,0.2807078003647419,0.0006729591739574731,1
"Outer Ring Road, Sterling Ascentia, Kariyammana Agrahara, Bengaluru, Karnataka. Pin-560103 (India)",12.928362384615385,77.68168615384616,39,38.245102477605926,11.735641025641026,15.92,25.82724354649527,Medium,26.734280721657615,0.00020171885200699125,0.2809095192167489,0.0006728294423017991,1
"1st Main Road, Indiqube Alpha, Reddy Layout, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",12.939152385404276,77.6963465967261,15,28.745298166915855,22.935333333333332,28.96,27.04524908345793,Medium,26.733280658470385,0.00020171130620464997,0.28111123052295356,0.0006728042734198106,1
"Sri Krishana Temple Road, Old Binnamangala, Stage 1, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",12.97907474,77.642589,35,37.15275891676304,13.424285714285714,15.92,25.787665172667236,Medium,26.72451740421967,0.00020164518459824866,0.2813128757075518,0.0006725837260435171,1
"Padmasri CK Venkata Ramaiah Road, Block 3, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",13.035266283999999,77.567568344,25,33.77888530339491,14.988400000000002,28.97,27.179962651697455,Medium,26.7213269168672,0.00020162111133243746,0.28151449681888424,0.0006725034301175341,1
"Outer Ring Road, Freedom Fighter Ward, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560058, India",13.007642709999999,77.52686360999999,10,24.860598341446366,27.047000000000004,35.66,27.67639917072318,Medium,26.705779087795502,0.00020150379790013692,0.28171600061678437,0.0006721121333674091,1
"RT Nagar Main Road, Rahmat Nagar, RT Nagar, Bengaluru, Karnataka. Pin-560032 (India)",13.017389869444445,77.5917792638889,36,37.43682257041187,11.807777777777778,19.8,26.220744618539268,Medium,26.70297463594875,0.00020148263739789914,0.28191748325418226,0.0006720415529096194,1
"Nagappa Road, Shree MG Seshadri Circle, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)",12.988964380555556,77.574738525,36,37.43682257041187,13.385277777777778,14.15,25.56399461853927,Medium,26.690099635948748,0.00020138549133114577,0.2821188687455134,0.000671717524028505,1
"Dr Vishnuvardhan Main Road, Uttarahalli Circle, Uttarahalli, Bengaluru, Karnataka. Pin-560061 (India)",12.905977921052632,77.54223941578947,38,37.982615678318496,10.900526315789474,19.8,26.22146573389609,Medium,26.68562283360149,0.00020135171239990936,0.28232022045791333,0.0006716048550377826,1
"Amruth Nagar Main Road, Konanakunte Junction, Konanakunte, Bengaluru, Karnataka. Pin-560062 (India)",12.888930894285714,77.56346524,35,37.15275891676304,12.18342857142857,19.8,26.19140802981009,Medium,26.678217404219673,0.00020129583602421512,0.28252151629393757,0.0006714184804360924,1
"Dasarahalli Main Road, RMZ Azure, Hebbal Kempapura, Bengaluru, Karnataka. Pin-560024 (India)",13.055702533418316,77.59411556823954,38,37.982615678318496,10.86157894736842,19.8,26.209781523369774,Medium,26.671991254654117,0.0002012488576986763,0.28272276515163625,0.0006712617851135776,1
"Hoodi Main Road, ESI Road Junction, Doddanekundi, Bengaluru, Karnataka. Pin-560048 (India)",12.985381319999998,77.70835215333334,15,28.745298166915855,22.254,30.73,27.194849083457928,Medium,26.671813991803724,0.00020124752019275808,0.282924012671829,0.0006712573238877076,1
"Embassy Tech Square Main Road, Embassy Tech Square, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",12.935857361538464,77.69329984615385,13,27.360888115455122,22.27769230769231,38.14,27.991751750035252,Medium,26.659680771192626,0.00020115597109299736,0.283125168642922,0.0006709519635848783,1
"Konanakunte Main Road, Narasamma Layout, Konanakunte, Bengaluru, Karnataka. Pin-560062 (India)",12.896946266666667,77.5709442875,24,33.37225770483806,15.597499999999998,28.26,27.017378852419032,Medium,26.639866737660935,0.00020100646775908485,0.28332617511068103,0.0006704532980224987,1
"Chord Road, Kethamaranahalli, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560010, India",13.012196508333332,77.5528517375,24,33.37225770483806,14.685,31.44,27.37962885241903,Medium,26.638491737660935,0.00020099609293642188,0.2835271712036175,0.0006704186929963604,1
"Old Police Station Road, Devasandra Junction, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",13.008452561904763,77.69487893809524,21,32.046922883175334,16.72904761904762,31.44,27.330175727301953,Medium,26.6249742524131,0.00020089409910929766,0.28372806530272676,0.000670078494501577,1
"VP Deenadayalu Naidu Road, Rajappa Block, JC Nagar, Bengaluru, Karnataka. Pin-560006 (India)",13.004773815625,77.594458321875,32,36.25065325809892,13.4221875,19.8,26.11198287904946,Medium,26.61562491695441,0.00020082355532936993,0.2839288888580561,0.0006698431970485407,1
